,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
,dataset_name,feature_name,tree_id,nodes,edges,diameter,weak_components,strong_components,node_connectivity,mean_hub_score,mean_auth_score,median_degree,mean_degree,depth,num_of_branches,branching_ratio
0,adult,education,0,44,110,5,1,11,-1,0.022727272727272728,0.022727272727272728,7.0,9.23076923076923,25,246,0.1016260162601626
1,adult,education,1,48,136,4,1,2,-1,0.020833333333333332,0.020833333333333332,7.5,10.833333333333334,31,306,0.10130718954248366
2,adult,education,2,51,130,5,1,10,-1,0.0196078431372549,0.019607843137254905,7.0,8.76923076923077,20,292,0.0684931506849315
3,adult,education,3,52,144,5,1,6,-1,0.019230769230769232,0.01923076923076923,8.5,8.714285714285714,23,326,0.0705521472392638
4,adult,education,4,59,148,7,1,4,-1,0.01694915254237288,0.01694915254237288,7.5,9.357142857142858,28,338,0.08284023668639054
5,adult,education,5,50,131,5,1,4,-1,0.020000000000000004,0.02,8.5,10.785714285714286,22,310,0.07096774193548387
6,adult,education,6,47,136,6,1,9,-1,0.021276595744680847,0.02127659574468085,8.5,9.875,19,308,0.06168831168831169
7,adult,education,7,53,134,5,1,6,-1,0.018867924528301886,0.018867924528301886,7.5,9.142857142857142,22,292,0.07534246575342465
8,adult,education,8,53,149,5,1,2,-1,0.018867924528301886,0.018867924528301886,7.0,9.23076923076923,25,338,0.07396449704142012
9,adult,education,9,52,133,5,1,5,-1,0.019230769230769235,0.01923076923076923,8.0,9.636363636363637,26,302,0.08609271523178808
10,adult,education,10,50,130,5,1,7,-1,0.02,0.020000000000000004,7.0,9.461538461538462,29,286,0.10139860139860139
11,adult,education,11,54,139,5,1,6,-1,0.018518518518518514,0.018518518518518517,7.5,9.785714285714286,24,304,0.07894736842105263
12,adult,education,12,45,136,5,1,8,-1,0.02222222222222222,0.022222222222222223,7.5,9.357142857142858,33,300,0.11
13,adult,education,13,50,144,5,1,7,-1,0.019999999999999997,0.019999999999999997,8.0,9.333333333333334,22,316,0.06962025316455696
14,adult,education,14,54,143,5,1,8,-1,0.018518518518518517,0.018518518518518514,7.5,9.928571428571429,33,332,0.09939759036144578
15,adult,education,15,50,147,5,1,7,-1,0.020000000000000004,0.020000000000000004,8.0,9.461538461538462,24,320,0.075
16,adult,education,16,49,146,5,1,7,-1,0.02040816326530612,0.02040816326530612,8.5,10.571428571428571,26,332,0.0783132530120482
17,adult,education,17,52,141,5,1,6,-1,0.019230769230769235,0.019230769230769225,7.5,7.928571428571429,29,300,0.09666666666666666
18,adult,education,18,50,136,5,1,4,-1,0.019999999999999997,0.02,7.5,9.142857142857142,22,306,0.0718954248366013
19,adult,education,19,61,155,6,1,11,-1,0.01639344262295082,0.016393442622950824,7.0,8.692307692307692,26,352,0.07386363636363637
20,adult,education,20,52,148,5,1,7,-1,0.019230769230769232,0.019230769230769225,9.0,10.117647058823529,23,336,0.06845238095238096
21,adult,education,21,48,138,5,1,2,-1,0.020833333333333332,0.020833333333333332,8.0,11.25,25,314,0.07961783439490445
22,adult,education,22,47,146,4,1,1,-1,0.021276595744680847,0.021276595744680857,8.0,10.23076923076923,25,316,0.07911392405063292
23,adult,education,23,53,149,5,1,5,-1,0.018867924528301886,0.018867924528301886,7.5,9.642857142857142,29,338,0.08579881656804733
24,adult,education,24,53,128,5,1,6,-1,0.018867924528301886,0.018867924528301886,6.5,8.25,31,288,0.1076388888888889
25,adult,education,25,49,121,5,1,7,-1,0.02040816326530612,0.020408163265306128,6.5,9.583333333333334,22,264,0.08333333333333333
26,adult,education,26,56,153,6,1,12,-1,0.017857142857142856,0.017857142857142856,7.5,8.571428571428571,25,330,0.07575757575757576
27,adult,education,27,54,151,5,1,3,-1,0.018518518518518517,0.018518518518518517,8.5,10.571428571428571,25,320,0.078125
28,adult,education,28,46,118,6,1,7,-1,0.021739130434782615,0.021739130434782605,7.0,9.307692307692308,25,254,0.0984251968503937
29,adult,education,29,50,141,5,1,7,-1,0.019999999999999993,0.019999999999999997,8.0,10.266666666666667,23,296,0.0777027027027027
30,adult,education,30,53,148,4,1,5,-1,0.01886792452830189,0.018867924528301886,8.0,8.733333333333333,27,314,0.08598726114649681
31,adult,education,31,53,142,4,1,5,-1,0.018867924528301883,0.018867924528301886,7.5,9.642857142857142,27,316,0.08544303797468354
32,adult,education,32,55,156,5,1,5,-1,0.01818181818181818,0.018181818181818184,7.5,10.428571428571429,28,342,0.08187134502923976
33,adult,education,33,53,137,5,1,2,-1,0.018867924528301886,0.018867924528301883,7.0,9.307692307692308,21,300,0.07
34,adult,education,34,49,135,5,1,2,-1,0.02040816326530612,0.02040816326530612,7.5,10.416666666666666,25,302,0.08278145695364239
35,adult,education,35,53,144,5,1,6,-1,0.018867924528301886,0.01886792452830189,7.5,9.214285714285714,25,316,0.07911392405063292
36,adult,education,36,55,144,5,1,3,-1,0.018181818181818177,0.01818181818181818,8.5,9.357142857142858,31,306,0.10130718954248366
37,adult,education,37,57,149,5,1,3,-1,0.017543859649122806,0.01754385964912281,7.0,9.461538461538462,30,338,0.08875739644970414
38,adult,education,38,51,138,6,1,6,-1,0.019607843137254898,0.019607843137254905,8.0,10.0,27,298,0.09060402684563758
39,adult,education,39,51,133,6,1,14,-1,0.019607843137254898,0.019607843137254905,8.0,10.0,18,294,0.061224489795918366
40,adult,education,40,51,131,5,1,7,-1,0.0196078431372549,0.0196078431372549,7.0,9.384615384615385,22,292,0.07534246575342465
41,adult,education,41,49,146,4,1,2,-1,0.02040816326530612,0.02040816326530612,8.0,10.461538461538462,21,338,0.0621301775147929
42,adult,education,42,50,135,5,1,8,-1,0.019999999999999997,0.020000000000000004,7.0,8.923076923076923,23,294,0.0782312925170068
43,adult,education,43,51,135,5,1,7,-1,0.0196078431372549,0.019607843137254905,8.0,9.666666666666666,25,300,0.08333333333333333
44,adult,education,44,62,147,6,1,12,-1,0.01612903225806452,0.01612903225806452,7.0,9.923076923076923,27,322,0.08385093167701864
45,adult,education,45,49,124,6,1,2,-1,0.02040816326530612,0.02040816326530612,8.0,10.076923076923077,23,278,0.08273381294964029
46,adult,education,46,53,152,5,1,3,-1,0.018867924528301886,0.018867924528301886,7.0,8.692307692307692,28,326,0.08588957055214724
47,adult,education,47,53,137,5,1,10,-1,0.018867924528301886,0.018867924528301886,7.0,8.615384615384615,18,294,0.061224489795918366
48,adult,education,48,53,132,6,1,5,-1,0.01886792452830189,0.018867924528301886,6.5,8.5,22,284,0.07746478873239436
49,adult,education,49,50,139,5,1,5,-1,0.02,0.019999999999999997,7.0,8.692307692307692,25,310,0.08064516129032258
50,adult,education,50,50,130,5,1,6,-1,0.02,0.02,7.0,8.846153846153847,25,292,0.08561643835616438
51,adult,education,51,50,134,5,1,5,-1,0.019999999999999997,0.02,7.0,9.615384615384615,29,294,0.09863945578231292
52,adult,education,52,50,162,5,1,5,-1,0.020000000000000004,0.019999999999999997,8.5,9.5625,24,358,0.0670391061452514
53,adult,education,53,53,142,5,1,3,-1,0.018867924528301886,0.018867924528301883,7.5,9.785714285714286,36,312,0.11538461538461539
54,adult,education,54,49,126,5,1,6,-1,0.02040816326530612,0.02040816326530612,7.5,9.214285714285714,26,278,0.09352517985611511
55,adult,education,55,57,144,6,1,5,-1,0.01754385964912281,0.017543859649122806,7.5,9.5,27,318,0.08490566037735849
56,adult,education,56,48,126,5,1,9,-1,0.020833333333333332,0.020833333333333332,7.5,9.857142857142858,25,282,0.08865248226950355
57,adult,education,57,58,173,4,1,3,-1,0.01724137931034482,0.017241379310344827,8.5,10.25,27,370,0.07297297297297298
58,adult,education,58,44,136,5,1,3,-1,0.022727272727272724,0.02272727272727273,8.5,9.785714285714286,25,286,0.08741258741258741
59,adult,education,59,50,134,5,1,3,-1,0.02,0.02,6.5,9.833333333333334,21,292,0.07191780821917808
60,adult,education,60,47,126,5,1,10,-1,0.021276595744680857,0.021276595744680847,6.5,9.583333333333334,28,270,0.1037037037037037
61,adult,education,61,47,108,5,1,6,-1,0.021276595744680847,0.02127659574468085,6.0,9.0,31,240,0.12916666666666668
62,adult,education,62,55,130,5,1,3,-1,0.018181818181818184,0.01818181818181818,7.5,8.083333333333334,36,288,0.125
63,adult,education,63,43,120,4,1,4,-1,0.023255813953488372,0.023255813953488372,8.0,9.866666666666667,21,268,0.07835820895522388
64,adult,education,64,51,116,7,1,6,-1,0.0196078431372549,0.019607843137254905,7.5,7.928571428571429,28,256,0.109375
65,adult,education,65,54,146,6,1,9,-1,0.018518518518518517,0.01851851851851852,8.0,10.333333333333334,27,330,0.08181818181818182
66,adult,education,66,49,149,5,1,2,-1,0.02040816326530612,0.02040816326530612,8.0,10.384615384615385,30,332,0.09036144578313253
67,adult,education,67,54,150,5,1,2,-1,0.018518518518518517,0.018518518518518514,8.0,10.538461538461538,31,326,0.0950920245398773
68,adult,education,68,47,144,5,1,1,-1,0.02127659574468085,0.021276595744680857,8.5,12.071428571428571,21,338,0.0621301775147929
69,adult,education,69,51,134,5,1,4,-1,0.0196078431372549,0.0196078431372549,7.0,9.538461538461538,21,282,0.07446808510638298
70,adult,education,70,49,129,5,1,4,-1,0.02040816326530612,0.02040816326530612,7.5,9.857142857142858,25,290,0.08620689655172414
71,adult,education,71,48,127,6,1,5,-1,0.020833333333333332,0.020833333333333332,7.0,9.846153846153847,23,288,0.0798611111111111
72,adult,education,72,50,155,5,1,4,-1,0.02,0.019999999999999997,8.0,9.533333333333333,22,328,0.06707317073170732
73,adult,education,73,47,110,5,1,4,-1,0.021276595744680844,0.021276595744680857,6.0,9.818181818181818,27,270,0.1
74,adult,education,74,52,147,4,1,2,-1,0.019230769230769232,0.019230769230769225,7.0,10.538461538461538,23,320,0.071875
75,adult,education,75,56,155,5,1,5,-1,0.017857142857142856,0.017857142857142856,7.5,8.428571428571429,25,338,0.07396449704142012
76,adult,education,76,56,143,6,1,7,-1,0.017857142857142856,0.017857142857142856,7.0,8.461538461538462,31,312,0.09935897435897435
77,adult,education,77,47,129,5,1,10,-1,0.021276595744680857,0.021276595744680844,7.5,9.642857142857142,23,280,0.08214285714285714
78,adult,education,78,50,136,5,1,6,-1,0.02,0.019999999999999993,7.5,9.285714285714286,27,310,0.08709677419354839
79,adult,education,79,48,141,4,1,6,-1,0.020833333333333332,0.020833333333333332,7.5,8.357142857142858,22,322,0.06832298136645963
80,adult,education,80,54,133,4,1,8,-1,0.018518518518518517,0.018518518518518517,8.0,10.23076923076923,22,294,0.07482993197278912
81,adult,education,81,55,139,5,1,6,-1,0.018181818181818184,0.018181818181818177,7.5,8.714285714285714,26,300,0.08666666666666667
82,adult,education,82,50,140,5,1,7,-1,0.02,0.019999999999999997,7.5,9.714285714285714,25,310,0.08064516129032258
